obs	Country	Arrivals	Share	Gdp	Gdppc	Gkf	Cpi	Fdi	Exrate	ld_Arrivals	ld_Share	ld_Gdp	ld_Gdppc	ld_Gkf	ld_Cpi	ld_Fdi	ld_Exrate
"1983"	4	1439	0.510645848119233	12844858807.949	1860.18911256041	4503474783.74836	27.9695873938784	184157540.886133	215.925132709439	0.0601469735735662	0.0426058042859028	0.0457562063495267	0.019943720333548	-0.0220872518457647	NA	-0.613981484232315	-0.0115650810342594
"1984"	4	1580	0.514993481095176	13583289663.8501	1928.74593206298	4894967445.17709	30.4588806719336	113280411.98953	215.891799098326	0.093476419133645	0.00847794910512345	0.055896697566169	0.0361918596113231	0.0833583523631063	0.0852598439508241	-0.485925324894545	-0.000154387698692915
"1985"	4	2003	0.625741955638863	14350551697.1563	1976.56172980328	4278735333.31474	32.66847807605	107849549.88869	213.390944924541	0.237221209644805	0.19478383216209	0.0549480511791565	0.024488819555466	-0.134550142272939	0.0700330404552121	-0.0491290675193987	-0.0116514465151383
"1986"	4	1502	0.454875832828589	14142900948.4919	1887.57422771033	3478714351.09084	34.6822883684092	64229378.6437316	183.190693255777	-0.287848503341738	-0.318913587851949	-0.0145755888188788	-0.0460663078360399	-0.20699469687451	0.0598184952109091	-0.518276482035734	-0.152598255617255
"1987"	4	1875	0.521267723102585	15090669174.58	1963.71608846924	3417779107.97246	37.5351862825848	91714057.2911167	144.65953882949	0.221811106080431	0.13623928686488	0.064863818919207	0.0395461143698546	-0.0176718296852911	0.0790496589325445	0.356214946739357	-0.236144676489474
"1988"	4	3468	0.900779220779221	15101558405.155	1921.90005714899	2999750235.827	40.2365822650435	60619896.7324516	127.650230418587	0.614969399495921	0.546996415909715	0.000721326773145847	-0.021524331883005	-0.13046192602194	0.06949779449692	-0.414052495930775	-0.125089024687714
"1989"	4	3222	0.785662033650329	15365337216.9837	1930.63550589879	3950635033.67657	43.3512502444158	77950464.5865246	125.951882932358	-0.0735757741635119	-0.136733472273742	0.0173161982931411	0.00453491659067318	0.275347303532712	0.0745589550991772	0.251450387438602	-0.0133939962398921
"1990"	4	3204	0.72901023890785	16586853813.4743	2034.09862325546	4795538164.06726	46.1887166236462	76280834.914611	122.658522154352	-0.00560225554866989	-0.074838940275888	0.0764963002377748	0.0522035574092286	0.193809602451836	0.0633999958212463	-0.0216518294783228	-0.0264957007112336
"1991"	4	3224	0.728587570621469	17234495032.2167	2071.9019778578	4764742881.25668	49.9732884700283	125456831.403864	125.202710022583	0.0062227954382692	-0.000579951884483509	0.0383024579016933	0.018414231500695	-0.00644236067436665	0.0787530927431561	0.497540000456272	0.0205298521638069
"1992"	4	3540	0.737807419758233	18579772979.3653	2188.45604534392	5707273496.58778	52.8839052715184	525760373.874044	127.834398619989	0.0935039025013005	0.0125750165436913	0.0751606141948002	0.0547292777769899	0.180497837622902	0.0566104123192308	1.43288381943825	0.0208015615277368
"1993"	4	3656	0.737542868670567	18986638277.3344	2193.11089672816	5576721323.8334	54.9860174059279	561897566.604953	123.107692564105	0.0322429264462212	-0.000358628174713604	0.021661968447475	0.00212474358922066	-0.023140386082364	0.0389798795317433	0.0664740214935016	-0.0376761439028854
"1994"	4	3856	0.741823778376299	19590111683.8585	2222.26009980926	4863680749.11556	57.5886324294823	432008501.769142	124.082700689172	0.0532607231563951	0.0057875059755339	0.0312894497951213	0.0132037043259734	-0.136805520280305	0.0462462706425537	-0.262874299382148	0.00788876273603201
"1995"	4	4120	0.777358490566038	20050806502.9686	2238.43778989323	5108240743.67401	61.1845531868786	264340470.526038	126.630221918516	0.0662227866131353	0.0467899022743584	0.0232444445256021	0.00725346634690816	0.0490595607227853	0.0605695641828738	-0.491207334740377	0.0203229166161591
"1996"	4	3885	0.691281138790036	21483653272.2583	2363.62022072748	5667141414.42648	63.4637663436013	238337799.313409	126.823556862974	-0.0587301795418238	-0.117355022889348	0.0690229555003867	0.0544162281739871	0.103829763124168	0.0365743755242232	-0.103548941102972	0.00152560346810304
"1997"	4	4263	0.725	22652566691.4519	2458.2275302715	5963791213.58612	65.7814797225654	339087778.522934	126.18188484904	0.0928501539634627	0.0476250559585269	0.0529808321888083	0.0392461385903937	0.0510215576120849	0.0358692012528525	0.352570015330603	-0.00507240781389395
"1998"	4	4718	0.78112582781457	23736211695.3908	2543.17462155837	6227481083.86177	67.8373915902846	649849612.505214	126.44022033517	0.10141184320241	0.0745645931662219	0.0467286364765052	0.0339725775261437	0.0432655421250416	0.0307752057786068	0.650481963185115	0.00204523334165518
"1999"	4	4832	0.770653907496013	25173352557.5349	2662.18472673515	6474715998.78611	69.6623021245521	349849311.892769	127.39856165468	0.02387547964703	-0.0134968630510751	0.0587841951458508	0.0457339599062836	0.0389328147999315	0.026545771095515	-0.619238446417622	0.00755082312723676
"2000"	4	5058	0.74711964549483	26358982266.7695	2756.20664681021	6642852792.12822	71.7259140367199	752179569.800951	125.621880182335	0.0457106876152604	-0.0310140446640948	0.0460231030472151	0.0347082195104766	0.0256367631570065	0.0291927930099511	0.765472560746687	-0.014044008944178
"2001"	4	5387	0.79689349112426	27467386276.0216	2839.41720517921	7107601552.66645	73.1484779984482	451862342.19832	123.655197126643	0.0630174954506231	0.0644956923199344	0.0411902473845167	0.0297434906299676	0.067623343950995	0.0196392152523481	-0.50959750428499	-0.0157794201039643
"2002"	4	5064	0.727586206896552	27939013107.1704	2856.1949219651	6730109906.1123	75.1388721129671	790795273.375223	122.353519612663	-0.061831958856521	-0.0909885431479773	0.0170246840689572	0.00589147046535743	-0.0545733782425586	0.0268467088923448	0.559661533473868	-0.0105824678000577
"2003"	4	5114	0.741159420289855	29442020046.2606	2992.13602372615	7134311681.81127	77.1770835035106	540878957.410342	116.252635438629	0.00982519202711885	0.0184832547702343	0.0523988758657197	0.0464972294179695	0.0583243013132737	0.0267645375948993	-0.379843599061719	-0.0511488415811536
"2004"	4	5998	0.787139107611549	31095373939.8612	3130.70093228839	7429794736.97052	79.9803713104457	593673054.276845	112.04760039667	0.159444203457822	0.0601892453624813	0.0546361529981745	0.0452693979553143	0.0405824564880817	0.0356786787952581	0.0931332389538682	-0.0368419301019474
"2005"	4	6378	0.790334572490706	32282960678.4888	3218.96108071481	6998766383.96299	81.5942043762719	712714847.262544	106.600055000458	0.0614284882610487	0.00405137567774605	0.0374804976536218	0.0278017422447618	-0.0597643294367352	0.019976988697989	0.182752652552271	-0.0498397568649924
"2006"	4	6550	0.767878077373974	34108424910.3146	3367.76872898771	NA	85.2582031516477	3239909092.61659	105.518379319828	0.0266104810592953	-0.0288253981624358	0.0550048607322857	0.0451917651029738	NA	0.0439261015399994	1.51421914385201	-0.0101988783779747
"2007"	4	6762	0.743894389438944	36230688294.7019	3543.30894511564	NA	88.1710894331127	1515345043.99628	102.377519812665	0.0318536546385335	-0.0317318920472659	0.0603620840555976	0.0508105939588379	NA	0.0335947888875987	-0.759902106733673	-0.03021799388035
"2008"	4	7050	0.760517799352751	37948233465.4389	3673.98594869143	NA	92.5097209905177	2600674976.49756	101.684180701506	0.0417089125384837	0.0221004411501066	0.0463164511097141	0.0362161414435569	NA	0.0480346057113152	0.540127852838204	-0.00679541312724119
"2009"	4	6901	0.774523007856341	39316894912.4139	3766.1303989055	NA	95.7705164063038	1525244857.52902	100.514170951425	-0.0213612881857124	0.0182478499093334	0.0354313687286769	0.0247708926827368	NA	0.034641144884012	-0.533616058196017	-0.0115730202470861
"2010"	4	6903	0.727397260273973	40735443534.7059	3861.50889978348	NA	100	1334497694.56476	99.9999999999999	0.000289771082872647	-0.0627746000562448	0.0354442395119676	0.0250099588299442	NA	0.0432153103180752	-0.1335999971886	-0.00512853606263253
"2011"	4	4785	0.480904522613065	40639996776.5283	3807.45346329595	NA	103.608704550106	432666011.578487	98.2999858332153	-0.366470074816421	-0.413804013365086	-0.00234583804603972	-0.0140974304377544	NA	0.0354511610616637	-1.12634414675479	-0.0171463029528303
"2012"	4	5950	0.57487922705314	42302235929.0671	3925.05088648268	NA	109.311685653865	1554269128.7808	96.4666372219768	0.217905194652621	0.178491226111744	0.040087219545935	0.03041873252476	NA	0.0535819559939634	1.27879460595302	-0.0188266627377862
"1980"	6	1425	0.512405609492988	25330420140.9606	1269.72229438274	7858623230.32154	28.2190374688936	89416222.589514	142.885833333333	NA	NA	NA	NA	NA	NA	NA	NA
"1981"	6	1567	0.562455132806892	24630201035.9437	1205.24109890196	7533145353.78745	31.7443087366725	58581335.9912382	130.8325	0.0949911496532696	0.0931948495474837	-0.0280326762320691	-0.052118581714093	-0.0422987653001066	0.117716619158414	-0.422885979041748	-0.0881280639885231
"1982"	6	1815	0.655471289274106	26999376531.2982	1289.64035357301	8118058941.79074	35.0862883883288	79528177.1036931	128.84	0.14692250434293	0.153043135511719	0.0918403999663013	0.0676837548178186	0.0747784147581676	0.100096953060535	0.305695240433913	-0.015346554644319
"1983"	6	1877	0.666075230660043	26848843612.037	1252.07042898886	6847525133.19021	37.2644225017703	46123623.5045972	120.448333333333	0.0335892898875576	0.0160481205998941	-0.00559102272992007	-0.0295648595412574	-0.170203786453111	0.0602286412024879	-0.544786128645818	-0.0673504324979914
"1984"	6	1944	0.633637548891786	28013106167.6859	1276.02626927354	7244698419.17761	41.9029373277987	46989196.5550045	113.804166666667	0.0350729484338759	-0.0499255215946458	0.0424497265040955	0.0189522476339077	0.0563826562770231	0.117316876613897	0.0185924555596308	-0.0567417570004576
"1985"	6	2180	0.681037175882537	29784970595.0383	1326.13628620735	7872734429.49266	45.1414640427176	19975166.8598063	106.261666666667	0.11457717076275	0.0721397932800342	0.0613314457610556	0.0385188945117321	0.0831355029837511	0.0744452764824843	-0.855427869706705	-0.0685745292664608
"1986"	6	2128	0.644457904300424	32256917372.5412	1404.86513802535	7667639981.91228	49.0839205227968	549182.496104443	101.550833333333	-0.0241423053215994	-0.0552073898318101	0.079728588573893	0.0576716445806911	-0.0263965784620517	0.0837302926628296	-3.59381432226916	-0.045345111567177
"1987"	6	2248	0.62496524881846	31436080475.3023	1340.24643124712	7297637327.8693	50.408567908292	59574900.7832664	98.0841666666667	0.0548583605520463	-0.0307134586635038	-0.0257762194400755	-0.0470878100377474	-0.0494582313148726	0.0266296619046296	4.68655883479415	-0.0347335405180065
"1988"	6	2841	0.737922077922078	34710026167.1887	1449.7222690575	7782852226.07657	51.6027746344142	84661627.5741094	100.96	0.234115170840607	0.1661421872544	0.0990722907804411	0.0785184985352627	0.0643722389901669	0.0234142842169605	0.351428102163453	0.0288984451799976
"1989"	6	3468	0.845647403072421	35531478461.3266	1454.92523544615	9028538053.52794	53.2850093446578	167056032.101148	101.296666666667	0.199421956046244	0.136264257936015	0.0233904370465581	0.00358251522453923	0.14846757444694	0.0320795980175412	0.679666817967743	0.00332910635929906
"1990"	6	4024	0.915585893060296	36964977160.3282	1485.02616083513	9580101881.99946	56.8991151994194	165122977.794539	96.1999999999999	0.148698373879142	0.0794616891519245	0.0395518803356048	0.0204778740933529	0.0592977713027167	0.0656247498691358	-0.0116387614512554	-0.0516241474805419
"1991"	6	4162	0.940564971751413	39514840022.9995	1558.65650810852	9397620411.97281	61.4431729962742	317462140.572328	97.2408333333333	0.0337192951740057	0.0269165478512522	0.0667053969995344	0.0483918486302573	-0.0192317172242511	0.0768329404121832	0.653668052676451	0.0107613616010527
"1992"	6	4390	0.914964568570238	37922021904.5662	1469.81105890776	9366418008.83665	64.9701626627514	422470462.497987	97.7791666666667	0.0533334991156362	-0.0275953868419727	-0.0411443019020652	-0.0586903762792241	-0.00332576934629358	0.0558153972232214	0.285760964175015	0.00552081530789206
"1993"	6	4027	0.812386524107323	37538150994.3993	1430.64578180713	8512383693.78397	68.3376402337593	491466064.599827	100.556666666667	-0.0863075452177622	-0.118909099838697	-0.0101742205662312	-0.0270079231720146	-0.095608731829234	0.0505325877465328	0.151273359539754	0.028009881445815
"1994"	6	3465	0.666602539438245	41426365357.7293	1553.46928254882	8717039905.36525	71.8513372256136	550924373.94834	103.775	-0.150309049227451	-0.197782266408312	0.0985597468543205	0.0823647385913828	0.0237577115065868	0.050138507408219	0.11420465472488	0.0315036779126832
"1995"	6	2602	0.490943396226415	38700738302.9339	1428.78881825854	8904736383.78123	76.251212525628	92386207.5237384	107.110833333333	-0.286432252551553	-0.305865136890331	-0.0680588450725779	-0.0836635714512779	0.0213035932373025	0.0594340936330751	-1.78561984908832	0.0316390299708624
"1996"	6	2693	0.479181494661922	43428764301.2249	1579.34489401687	9418348974.7304	78.5286907775996	76412286.3537045	107.523333333334	0.0343754337391484	-0.0242494096083752	0.115263316038718	0.100183031875998	0.0560764920171231	0.0294307282902331	-0.189834198891358	0.00384375436845641
"1997"	6	3072	0.522448979591837	42461291998.4189	1521.86701517838	10175357839.5816	79.3439748211067	3568764.49373233	107.066666666667	0.131673001455964	0.086447903451028	-0.0225291090740214	-0.0370722564435901	0.0773090940678074	0.0103284667816181	-3.06392404368595	-0.00425618487392132
"1998"	6	3095	0.512417218543046	45712158446.8288	1615.77950139663	11639311335.4566	81.5284043507209	11869540.2175684	109.758333333333	0.00745909085113361	-0.0193881591850544	0.0737714272664505	0.0598796230585776	0.13441937771298	0.0271589667603154	1.20175601733645	0.0248292858124977
"1999"	6	3817	0.608771929824561	45954166439.9589	1603.21588297714	11312845971.5836	82.0866966848617	2651865.40457141	109.804166666667	0.209676867626532	0.172304524928428	0.00528020635070803	-0.00780596472763939	-0.0284493852506884	0.00682448621689513	-1.49871215442979	0.000417496922286098
"2000"	6	4278	0.631905465288035	46686017638.8396	1608.98949524701	11539962439.4938	83.6419396156825	220739724.493672	112.135	0.114020836897122	0.0372961046177668	0.0158001936505805	0.00359480033656023	0.019877114582961	0.0187690989547606	4.42172097162902	0.021005026438969
"2001"	6	4380	0.64792899408284	50211723276.3466	1710.93669721997	12644214353.4717	84.1603539259561	143838237.278239	107.58	0.0235631137281409	0.0250413105974519	0.0728038191534104	0.0614346574494933	0.0913837409243214	0.00617889003416394	-0.428294974332132	-0.0414687457331562
"2002"	6	4453	0.639798850574713	51876762053.6508	1748.90070966213	13346411884.2567	86.513157334121	79160963.9538137	107.116666666667	0.0165293019512109	-0.012627282340245	0.0326224144384781	0.0219464279571957	0.0540478288164614	0.0275725559049897	-0.597206017964126	-0.00431617369590764
"2003"	6	4761	0.69	55153800018.6099	1840.62101239695	15829202523.4578	87.5234006054234	2312682906.91974	106.1225	0.0668797038728162	0.0755377666159309	0.0612547013817917	0.0511155967665777	0.170608919073082	0.0116096828201142	3.37468026319858	-0.00932449592118179
"2004"	6	5477	0.718766404199475	57802211815.6646	1910.19340713926	17382562693.9802	88.8305136099595	787053818.994982	104.7425	0.140099775589203	0.0408448174938614	0.0469013949981125	0.0371014757986163	0.0936110646356738	0.0148240196078495	-1.07786693006372	-0.01308913003444
"2005"	6	5843	0.724039653035936	59523857868.0203	1948.20199738706	17141003948.1105	89.7033992434971	1670609688.92878	102.055	0.0646868577707149	0.00730974518741323	0.0293501631021549	0.0197023973872348	-0.0139940748580045	0.009778451330412	0.752647290895801	-0.0259930735475615
"2006"	6	6558	0.768815943728019	64142821235.6721	2079.62719428619	18625413888.3751	92.6499421181292	2460787164.18439	102.584166666667	0.115441314850157	0.0600054356284263	0.0747349741312355	0.0652817495310938	0.0830535013570533	0.0323196639564189	0.387292641207761	0.00517171619430368
"2007"	6	7408	0.814961496149615	65878381261.0972	2116.00852980198	21060568304.3068	94.5419328060507	2825801376.44065	101.6425	0.121874818921421	0.0582892722356221	0.0266981550993997	0.0173429009525465	0.122875505138214	0.0202151414822023	0.138310713246483	-0.00922184507533164
"2008"	6	7879	0.849946062567422	69559043367.9155	2212.61103105197	23760691932.8005	98.046902022275	2466288357.37234	102.171666666667	0.0616404949196721	0.0420320235312964	0.0543656027878825	0.0446417350818384	0.120630124469717	0.0364024867694397	-0.136077666300132	0.00519265038678629
"2009"	6	8341	0.936139169472503	72868904038.5768	2293.29633744891	24792033637.08	99.0222980607374	1970323920.01346	104.295	0.056982120995924	0.0965912590909695	0.0464860548415764	0.0358169510535635	0.0424897614347906	0.00989910146425288	-0.224516375510881	0.0205690170673272
"2010"	6	9288	0.978714436248683	75523499823.6623	2348.58603212284	24400112142.4555	100	1240626687.99643	99.9999999999999	0.107540131136115	0.0444757599969971	0.0357818721520147	0.0238232273898848	-0.0159346489651995	0.00982512827789073	-0.462581310141978	-0.0420532362310011
"2011"	6	9342	0.938894472361809	79288834997.3644	2432.8244167898	25208646768.2159	100.922360320059	2521364644.76384	97.74	0.00579711768432567	-0.041536820864339	0.0486534604761992	0.0352394352170524	0.0325993330951917	0.00918132554197726	0.70918363515699	-0.0228592941460812
"2012"	6	9375	0.905797101449275	81425402862.0203	2462.17455949656	25817951542.4503	102.212896134542	2841955516.73253	95.7316666666667	0.00352620977655782	-0.0358877587643184	0.0265899745517331	0.0119920329227039	0.0238829848065514	0.0127063435483352	0.119692096801529	-0.0207617529583475
"1980"	8	23403	8.41531823085221	547164302653.181	14614.8078510352	119164992267.824	21.2978760428782	1492697189.6098	91.8201363310608	NA	NA	NA	NA	NA	NA	NA	NA
"1981"	8	24742	8.88083273510409	546439481669.991	14478.8402605937	108916235029.731	24.3982162878162	1706766879.37235	86.5018916351391	0.0556379851663529	0.0538416850605681	-0.00132556434005338	-0.00934695984680545	-0.0899299216412004	0.135902675222071	0.134016189142613	-0.05966534127126
"1982"	8	26106	9.42795232936078	553250640636.103	14581.1739705618	110508256610.306	27.9135010604858	1782685065.75119	86.3327277878699	0.0536629685259591	0.0597835996947476	0.0123875734200887	0.00704295133237665	0.0145111377949725	0.134600454090462	0.0435198245786523	-0.00195752334633159
"1983"	8	25583	9.07842441447835	563043817443.73	14769.3584121759	108068166458.865	31.3126535596709	1622388936.13355	75.7304044932582	-0.0202371045682455	-0.037778273855908	0.0175463167270955	0.0128234144380421	-0.0223280396865846	0.11491180217521	-0.0942209766731743	-0.13102903460002
"1984"	8	27176	8.85788787483703	573092390230.545	14971.6229047331	106201658398.88	34.8429441879032	1771829759.76171	77.9987000216661	0.0604061624599304	-0.0245923075685921	0.0176894896038284	0.0136019460053856	-0.0174224744404761	0.10682837144692	0.0881130602512421	0.0295124357951178
"1985"	8	27477	8.58388003748829	586396362470.4	15263.2592115057	111661099823.827	37.9152300072241	1967804468.48447	79.4536757720702	0.011015060230676	-0.0314223172520389	0.0229490041871472	0.019291978761883	0.0501286650957766	0.0845022241444999	0.104905663050694	0.018481996975007
"1986"	8	29910	9.05814657783162	605473722690.51	15712.0547126704	125137439457.736	41.2504445131423	3450598177.3475	84.5835902734952	0.0848435815528976	0.053778497042686	0.0320152169488637	0.0289796520406931	0.113944259349214	0.0843090102730608	0.561629162503177	0.0625661222626563
"1987"	8	32900	9.14651098137337	639060092517.07	16542.7524581945	141279137457.224	43.4145498566733	4570700793.28042	87.9752004133261	0.0952797851294687	0.00970796591391876	0.0539873271057658	0.0515198541472053	0.121324982696603	0.0511327462775402	0.28111893884833	0.0393146818769203
"1988"	8	35000	9.09090909090909	671615885610.705	17347.3113197312	162242332443.307	45.516022063943	7020568173.67177	91.7976367060546	0.0618754037180871	-0.00609757986811799	0.0496880868510168	0.0474894392466076	0.138353465162986	0.0472697621696612	0.429177611582418	0.0425315920759104
"1989"	8	38867	9.47744452572543	704034987898.579	18149.2202654583	180967989369.65	48.6072283098429	8428379548.62268	97.2592123464605	0.104797500051424	0.0416398019411934	0.0471414753379875	0.0451900719854663	0.109229064514782	0.0657078532563378	0.182760377990597	0.0577931531580997
"1990"	8	37411	8.51217292377702	730657320884.159	18806.9276671975	192267367270.312	51.8726329659697	13983611812.0265	103.8424359594	-0.0381807827174079	-0.107417467444626	0.0371165149145867	0.0355976956878763	0.0605667798983802	0.0650190974357887	0.506281529916794	0.0654950049471879
"1991"	8	38539	8.70937853107345	749259860410.566	19241.863364731	195050092268.464	54.9514430703179	12492782828.6164	104.644089265178	0.0297059367581785	0.0229031894354264	0.0251412979273766	0.0228629941316978	0.014369467790555	0.0576585940829188	-0.112734955237233	0.0076902548567741
"1992"	8	36492	7.60566902876198	756222098688.31	19356.6866653888	187919122834.423	58.2077137274067	13275723087.2105	104.225762903951	-0.0545776570983794	-0.13550654305599	0.00924924788335346	0.00594963485825595	-0.0372447364237338	0.0575679422055115	0.0607859316377564	-0.00400562279544125
"1993"	8	37268	7.51825701028848	748421729943.65	19097.5552048169	166213867848.834	60.8670123045042	9681480382.31084	92.9092848452522	0.0210419911049513	-0.0115595635159833	-0.0103684851896091	-0.0134775967729386	-0.122736352911733	0.0446734738563839	-0.315722213838463	-0.114935758180311
"1994"	8	43232	8.31704501731435	766258081532.49	19500.1584180613	171979976926.638	63.7390025734893	9215766126.7291	88.6001899968331	0.14844591218961	0.100972695008748	0.0235524048777442	0.0208622624277339	0.0341027371522848	0.0461053024231113	-0.0492990948949519	-0.0474895832960955
"1995"	8	34920	6.58867924528302	787387602402.278	19991.044318037	185039854315.926	66.7186435454237	8085535585.28337	90.12516458059	-0.213521230806387	-0.232954115145165	0.0272015993489596	0.0248617996307612	0.0731931737919354	0.0456877667835629	-0.130838991607934	0.0170654196978486
"1996"	8	36221	6.44501779359431	806684806368.986	20433.6847282949	189189086158.136	69.0928308668314	9623214731.56096	92.010133164447	0.0365793301585136	-0.0220455131890105	0.0242123840589805	0.02190036209889	0.0221757401887466	0.0349665479833723	0.17410164538504	0.0206992923351841
"1997"	8	39553	6.72670068027211	837977725108.292	21170.455805923	198203173162.052	70.4544491520136	8937220784.11684	87.8977017049713	0.0880024835572168	0.0427773855522822	0.0380585016483757	0.0354218643929212	0.0465456608667161	0.0195154144064027	-0.0739537139404867	-0.045725056427373
"1998"	8	41892	6.93576158940397	875418231938.486	22039.119148904	222191702532.213	71.7462575874044	14282263312.4555	88.2418626356224	0.0574533332237674	0.0306060831875787	0.0437102324076939	0.0402124018029468	0.114247902501926	0.0181693045394367	0.468793773028239	0.00390782581887006
"1999"	8	45440	7.24720893141946	916854613758.215	22963.6943216986	246741913567.101	73.4040784128227	18523395457.6575	87.6885385243576	0.0812978965019973	0.0439255538038907	0.0462471626467185	0.0410954435555855	0.104802371843039	0.0228438040653964	0.260016112837221	-0.00629028220356709
"2000"	8	46403	6.85420974889217	963133737012.718	23920.9341104972	261776725123	75.9237572903375	38835164707.5982	85.6610723154611	0.0209713379016705	-0.0557533943776822	0.0492433633915894	0.040839518741187	0.0591490402381289	0.0337501449184723	0.740291590618366	-0.0233927108793219
"2001"	8	48565	7.18417159763314	998475260757.194	24498.852592461	273345176928.814	78.6502560032155	28163625949.3615	87.2360460658986	0.0455389945397275	0.0470171914090369	0.0360370985830691	0.0238723037310749	0.0432434346286534	0.0352812412640624	-0.321294857670992	0.0182191274313288
"2002"	8	50331	7.23146551724138	1025535761918.08	24752.5270934315	282693892841.726	81.0622841777811	39993217336.4126	89.2285128581187	0.0357180826020791	0.00656149831062369	0.0267410734280027	0.0103013050942629	0.0336292806221259	0.0302069151888498	0.350678587739235	0.0225830215687894
"2003"	8	50854	7.37014492753623	1057219090336.85	25059.921935364	297794962817.663	83.5264842979645	25606884148.1965	93.5309411509805	0.0103375926779741	0.0189956554210897	0.0304267904482529	0.0123422457664173	0.0520405439573501	0.0299459591322657	-0.445848645772131	0.047091663568815
"2004"	8	52430	6.88057742782152	1091677043453.72	25434.0364854283	313272741678.512	86.0635897471475	24791557810.2569	95.499241679305	0.0305201644500936	-0.068734793645248	0.0320731247920882	0.0148184617576046	0.0506689848159994	0.0299226798970516	-0.0323580430328185	0.0208260039712282
"2005"	8	55914	6.92862453531598	1130798885738.45	25904.1731517103	333998656916.878	88.9636869922964	30531058334.9647	96.4542257629036	0.0643358494471311	0.00695873686382931	0.0352092756345321	0.0183157851633293	0.0640627814873547	0.0331418364654281	0.208241287214609	0.00995024445784409
"2006"	8	58004	6.8	1176892752325.52	26508.1941620286	360842909018.554	92.0914765134147	41428626096.2024	97.9108681521971	0.0366971776540765	-0.0187387015676548	0.039953343144731	0.0230498175821197	0.0773057367905174	0.0345541178284154	0.305227621931969	0.0149890047834091
"2007"	8	58666	6.45390539053905	1217839024380.02	26927.3736722009	375881530837.955	94.6577929437908	83392538534.074	99.5341744304258	0.0113483689834624	-0.0522371777023367	0.0342002920546918	0.0156894789701756	0.0408313076317199	0.0274858156115281	0.699586745856241	0.0164434906418558
"2008"	8	57192	6.16957928802589	1228698452594.65	26737.5118252687	360050622435.1	98.5157812723054	77884454330.3994	102.322461292312	-0.0254463142045616	-0.0450547855929375	0.00887744384473521	-0.00707586114590342	-0.0430293767442329	0.039948542717025	-0.0683324656836639	0.0276281650244306
"2009"	8	52178	5.85611672278339	1181610250581.24	25486.0907799353	294154026706.112	98.2320778374214	19427271413.8679	102.548290861819	-0.0917530783521698	-0.0521439402571247	-0.0390773131386943	-0.047934672944427	-0.20214110892794	-0.0028839310658757	-1.38854855173993	0.00220460615875062
"2010"	8	52667	5.54973656480506	1179232117935.55	25317.9622063606	281886636656.402	100	45382074663.4812	99.9999999999997	0.00932812334037258	-0.0537362477987462	-0.00201464823045328	-0.00661873128096424	-0.0425985380686704	0.0178373657466393	0.848439373959597	-0.0251636320025224
"2011"	8	56177	5.64592964824121	1179825331621.24	25240.8484606963	266195162199.929	103.196242971911	34098152765.3654	100.622489625173	0.0645183470111252	0.0171844084624602	0.000502924333876109	-0.00305045963083828	-0.0572752602011697	0.0314622610857409	-0.285873984161576	0.00620560161506933
"2012"	8	57701	5.57497584541063	1160459014905.16	24816.6733667669	247953495485.442	105.720334974726	33231832533.6173	98.350860818986	0.0267670839225254	-0.0126468846183505	-0.0165507741180093	-0.0169479123792229	-0.0709885218645034	0.0241648111658055	-0.0257349839084391	-0.0228344901985027
"1980"	10	4145	1.49047105357785	469634453479.207	6675.39929639128	132569415824.187	0.0780829846015866	2090000000	117.45804236596	NA	NA	NA	NA	NA	NA	NA	NA
"1981"	10	4031	1.44687724335966	510833608181.965	7103.17053494417	152221288915.022	0.0998901012767982	3078000000	134.767753870769	-0.0278883044522296	-0.0296846045580157	0.0840892836437241	0.0621122164078205	0.138228908996997	0.246298428134653	0.387115969439968	0.137471771686701
"1982"	10	3768	1.36078006500542	507626070623.95	6914.40425712485	114875861239.999	0.158749709501232	1901000000	96.4675588740185	-0.0674701274209131	-0.061349496252123	-0.00629882209324606	-0.0269344294432958	-0.281483232411627	0.46325821343083	-0.481899971910398	-0.334346180899974
"1983"	10	4749	1.68523775727466	486324575210.826	6494.69094473261	83252833965.6573	0.320292298481336	2192000000	84.7952534124429	0.231389712852868	0.213848543565204	-0.0428688438727924	-0.06262174372233	-0.321969907929677	0.701905203764491	0.142434305579478	-0.128967207031928
"1984"	10	4654	1.51694915254237	503881772195.188	6599.53468382224	88298291499.9614	0.530211394241679	1542000000	99.7241712638119	-0.0202070046868847	-0.105205474715406	0.0354654103598051	0.0160140786723204	0.0588385887007483	0.504041772461488	-0.351734093944632	0.16216852022058
"1985"	10	4207	1.31427678850359	516949362154.767	6639.52886829829	98435945001.674	0.836399869210976	1984000000	102.282461958967	-0.100977260271716	-0.143414637754432	0.0256032625938012	0.00604186330569334	0.108685273475377	0.455831027099477	0.252034733721544	0.0253301333672988
"1986"	10	4625	1.40066626287099	497543497274.209	6265.48459134325	79299177492.4957	1.55765990520609	2036000000	71.5963067282209	0.0947265663560053	0.0636614818457943	-0.0382619396857464	-0.0579850730673552	-0.216178275599454	0.621833102077618	0.0258720898255973	-0.356694730281152
"1987"	10	5407	1.5031971087017	506776645758.029	6256.56552376033	83826144184.8006	3.61107116753659	1184000000	65.9447342544289	0.156218039435478	0.0706462202199287	0.0183873811296742	-0.00142453815617039	0.0555171854562673	0.840819816362171	-0.542088562226464	-0.0822264591646054
